Accident ID,Timestamp,Velocity (m/s),Speed (m/s),Speed (km/h),Impact Force (N),Vibration (Hz),Pressure (Pa),Temperature (Â°C),G-Force (g),Impact Force Percentage (%),Impact Force Classification
A0381,2024-09-25 04:30:21,29.78055702,29.78055702,107.2100053,446708.3553,125.6236306,100108.2379,23.9652421,30.35734661,74.53408837,3
A0382,2024-09-25 04:30:22,27.09181534,27.09181534,97.53053522,406377.2301,205.0208693,102695.8314,23.30500575,27.6165294,67.80476796,3
A0383,2024-09-25 04:30:23,18.97446941,18.97446941,68.30808986,284617.0411,272.9320938,102896.6426,16.58893249,19.34196677,47.48886256,2
A0384,2024-09-25 04:30:24,37.11362023,37.11362023,133.6090328,556704.3034,241.1188372,95140.65401,24.02897834,37.83243652,92.88710912,4
A0385,2024-09-25 04:30:25,39.68439074,39.68439074,142.8638067,595265.8611,340.2150514,100680.4629,21.19632563,40.4529977,99.32117402,4
A0386,2024-09-25 04:30:26,36.71376914,36.71376914,132.1695689,550706.5371,450.5141098,99441.81439,27.81090388,37.42484112,91.88637109,4
A0387,2024-09-25 04:30:27,30.28503967,30.28503967,109.0261428,454275.5951,321.2575242,98036.74432,17.66241432,30.87160007,75.79669586,4
A0388,2024-09-25 04:30:28,22.45630237,22.45630237,80.84268854,336844.5356,292.9211016,103239.7343,17.98085503,22.89123585,56.20311347,3
A0389,2024-09-25 04:30:29,38.63388321,38.63388321,139.0819796,579508.2481,439.2428668,102205.4457,26.7114738,39.38214394,96.6919881,4
A0390,2024-09-25 04:30:30,34.85728916,34.85728916,125.486241,522859.3374,11.1769248,96770.59301,28.06356679,35.53240485,87.24001598,4
A0391,2024-09-25 04:30:31,15.84592135,15.84592135,57.04531685,237688.8202,334.4347166,104435.6993,21.08862221,16.15282502,39.65880495,2
A0392,2024-09-25 04:30:32,22.2722273,22.2722273,80.18001828,334083.4095,96.93478395,101615.7387,20.44690244,22.70359562,55.74241464,3
A0393,2024-09-25 04:30:33,18.4548112,18.4548112,66.43732034,276822.1681,390.8982579,103628.43,27.51295555,18.81224384,46.18827405,2
A0394,2024-09-25 04:30:34,31.38392616,31.38392616,112.9821342,470758.8924,206.86721,96747.79504,16.16934946,31.99176979,78.54696352,4
A0395,2024-09-25 04:30:35,16.37049409,16.37049409,58.93377872,245557.4113,87.6047033,97302.53901,28.98741797,16.68755769,40.97169345,2
A0396,2024-09-25 04:30:36,10.18819252,10.18819252,36.67749306,152822.8878,79.4176601,95783.27544,15.26962036,10.38551735,25.49877226,2
A0397,2024-09-25 04:30:37,13.87458968,13.87458968,49.94852287,208118.8453,393.7019484,96715.19119,27.08548682,14.14331262,34.72500172,2
A0398,2024-09-25 04:30:38,12.28452196,12.28452196,44.22427906,184267.8294,325.9418526,96505.14224,23.96201878,12.52244848,30.74541704,2
A0399,2024-09-25 04:30:39,38.42371989,38.42371989,138.3253916,576355.7983,354.6868313,98346.1619,25.41555252,39.16791018,96.16599621,4
A0400,2024-09-25 04:30:40,13.82825952,13.82825952,49.78173426,207423.8928,201.6428377,101753.3563,20.04182663,14.09608514,34.60904765,2
A0401,2024-09-25 04:30:41,31.59635132,31.59635132,113.7468648,473945.2698,116.8515074,102055.273,27.62221655,32.2083092,79.07861629,4
A0402,2024-09-25 04:30:42,20.4874045,20.4874045,73.75465621,307311.0675,463.63954,96374.48356,27.71487279,20.88420438,51.27540148,3
A0403,2024-09-25 04:30:43,23.56932282,23.56932282,84.84956217,353539.8424,94.74208056,104129.6334,16.97020845,24.02581328,58.98875528,3
A0404,2024-09-25 04:30:44,14.31795697,14.31795697,51.54464509,214769.3545,204.0221271,104501.8361,29.91339353,14.59526704,35.83465109,2
A0405,2024-09-25 04:30:45,25.38034688,25.38034688,91.36924879,380705.2033,33.63975412,96537.50499,25.30742213,25.87191324,63.52134435,3
A0406,2024-09-25 04:30:46,27.14377294,27.14377294,97.71758259,407156.5941,367.7529892,101066.5426,22.23037939,27.66949332,67.93480625,3
A0407,2024-09-25 04:30:47,39.60996322,39.60996322,142.5958676,594149.4483,197.6947521,97245.93725,15.10039934,40.37712867,99.13489856,4
A0408,2024-09-25 04:30:48,10.06773759,10.06773759,36.24385533,151016.0639,323.2385848,95536.35432,22.21420944,10.26272945,25.19730047,2
A0409,2024-09-25 04:30:49,29.69039053,29.69039053,106.8854059,445355.858,340.2540304,102957.1327,15.94994816,30.26543378,74.30842178,3
A0410,2024-09-25 04:30:50,10.32174965,10.32174965,37.15829876,154826.2448,257.9629626,104488.0446,16.6064264,10.52166122,25.83303598,2
A0411,2024-09-25 04:30:51,27.57170492,27.57170492,99.25813771,413575.5738,375.0501604,103110.4554,19.35373388,28.10571347,69.00582449,3
A0412,2024-09-25 04:30:52,34.05563527,34.05563527,122.600287,510834.529,403.0038858,99072.17059,26.34257471,34.71522453,85.23365519,4
A0413,2024-09-25 04:30:53,24.24912589,24.24912589,87.29685322,363736.8884,103.7637751,99743.77145,22.88168505,24.71878277,60.69015066,3
A0414,2024-09-25 04:30:54,11.15428941,11.15428941,40.15544189,167314.3412,37.04509128,103189.7794,16.06469052,11.3703256,27.9166972,2
A0415,2024-09-25 04:30:55,21.94829819,21.94829819,79.01387348,329224.4728,142.1038316,97211.35712,27.14008613,22.37339265,54.93169237,3
A0416,2024-09-25 04:30:56,31.37357091,31.37357091,112.9448553,470603.5637,497.4035008,101549.5837,27.91310457,31.98121398,78.52104664,4
A0417,2024-09-25 04:30:57,14.70816418,14.70816418,52.94939105,220622.4627,6.711743347,96455.77185,25.24442881,14.99303179,36.81125266,2
A0418,2024-09-25 04:30:58,14.55262616,14.55262616,52.38945416,218289.3923,367.5992785,99409.79552,27.05635025,14.8344813,36.42197569,2
A0419,2024-09-25 04:30:59,20.73227187,20.73227187,74.63617875,310984.0781,126.6351284,96635.88136,28.37759512,21.13381435,51.88824987,3
A0420,2024-09-25 04:31:00,17.46528969,17.46528969,62.87504288,261979.3453,197.9468245,100130.7199,17.03516799,17.80355728,43.71172252,2
A0421,2024-09-25 04:31:01,31.0789493,31.0789493,111.8842175,466184.2395,368.1144217,97926.71516,26.97879872,31.68088614,77.7836745,4
A0422,2024-09-25 04:31:02,38.31556857,38.31556857,137.9360469,574733.5286,66.8529702,98972.52361,27.63957273,39.05766419,95.89531761,4
A0423,2024-09-25 04:31:03,39.62491157,39.62491157,142.6496817,594373.6736,471.7131274,102608.0284,26.22691431,40.39236654,99.17231094,4
A0424,2024-09-25 04:31:04,28.00804822,28.00804822,100.8289736,420120.7233,427.0158941,99734.53822,15.03113234,28.55050787,70.0978944,3
A0425,2024-09-25 04:31:05,14.46076275,14.46076275,52.0587459,216911.4412,340.2155597,97862.59187,19.76568804,14.74083868,36.19206209,2
A0426,2024-09-25 04:31:06,14.99957213,14.99957213,53.99845968,224993.582,155.3046173,104570.2991,26.12501499,15.29008373,37.54058174,2
A0427,2024-09-25 04:31:07,30.25452722,30.25452722,108.916298,453817.9083,178.6858551,98812.95854,29.34939604,30.84049666,75.72033001,4
A0428,2024-09-25 04:31:08,11.8334631,11.8334631,42.60046716,177501.9465,43.91487039,97740.91428,19.61765217,12.06265352,29.61651737,2
A0429,2024-09-25 04:31:09,23.8372333,23.8372333,85.81403987,357558.4995,318.5209979,101580.9333,22.87347098,24.29891264,59.65927541,3
A0430,2024-09-25 04:31:10,37.99846821,37.99846821,136.7944856,569977.0231,118.0302287,102718.5249,22.72494944,38.73442223,95.10168616,4
A0431,2024-09-25 04:31:11,19.46431105,19.46431105,70.07151979,291964.6658,113.9271031,103399.8091,24.5967902,19.84129567,48.7148269,2
A0432,2024-09-25 04:31:12,25.76237479,25.76237479,92.74454923,386435.6218,452.6303384,103890.6056,26.75961312,26.26134025,64.47747494,3
A0433,2024-09-25 04:31:13,21.61679603,21.61679603,77.82046571,324251.9405,146.2785126,100146.7385,25.7154132,22.03546996,54.10201645,3
A0434,2024-09-25 04:31:14,30.38483252,30.38483252,109.3853971,455772.4878,339.0844405,99345.33832,24.94516278,30.97332571,76.04645509,4
A0435,2024-09-25 04:31:15,15.17428066,15.17428066,54.62741039,227614.2099,49.94218131,98257.68106,17.73776523,15.46817601,37.97783819,2
A0436,2024-09-25 04:31:16,14.21919726,14.21919726,51.18911014,213287.9589,204.8639202,99183.21224,28.52842428,14.49459456,35.58747758,2
A0437,2024-09-25 04:31:17,22.92911265,22.92911265,82.54480554,343936.6898,418.6761044,104106.4803,18.2670298,23.37320352,57.38645209,3
A0438,2024-09-25 04:31:18,29.98089222,29.98089222,107.931212,449713.3834,210.0132505,96341.31305,23.69613164,30.5615619,75.03548268,4
A0439,2024-09-25 04:31:19,30.62451268,30.62451268,110.2482456,459367.6901,166.143785,103584.0785,24.81856051,31.21764799,76.64632104,4
A0440,2024-09-25 04:31:20,38.4556447,38.4556447,138.4403209,576834.6705,432.9682887,101435.2596,23.35593581,39.20045331,96.24589688,4
A0441,2024-09-25 04:31:21,18.23169258,18.23169258,65.63409327,273475.3886,477.5174496,99486.05706,23.62936391,18.58480385,45.62985792,2
A0442,2024-09-25 04:31:22,20.47680294,20.47680294,73.71649057,307152.044,76.6201779,99114.75921,22.1382333,20.87339749,51.24886813,3
A0443,2024-09-25 04:31:23,24.31046789,24.31046789,87.51768442,364657.0184,210.1563975,104134.4386,27.68370769,24.78131284,60.84367599,3
A0444,2024-09-25 04:31:24,28.92324441,28.92324441,104.1236799,433848.6661,461.9226645,98877.6063,15.52875254,29.48342957,72.38842621,3
A0445,2024-09-25 04:31:25,22.63916483,22.63916483,81.5009934,339587.4725,359.2965577,103399.7442,27.19055016,23.07763999,56.6607774,3
A0446,2024-09-25 04:31:26,38.35258855,38.35258855,138.0693188,575288.8282,457.422769,100534.3047,20.32729498,39.09540117,95.98797034,4
A0447,2024-09-25 04:31:27,28.98271139,28.98271139,104.337761,434740.6709,93.46376285,96749.60177,20.41454439,29.54404831,72.53725881,3
A0448,2024-09-25 04:31:28,39.55069259,39.55069259,142.3824933,593260.3888,480.4260556,101461.2114,25.67012103,40.31671008,98.98655738,4
A0449,2024-09-25 04:31:29,31.14760464,31.14760464,112.1313767,467214.0697,344.2159276,95531.00202,20.03316194,31.7508712,77.9555035,4
A0450,2024-09-25 04:31:30,39.37833692,39.37833692,141.7620129,590675.0537,334.6720815,98116.30528,24.43924693,40.14101622,98.5551896,4
A0451,2024-09-25 04:31:31,37.97589089,37.97589089,136.7132072,569638.3634,297.3509612,100424.1983,29.95808169,38.71140764,95.04518017,4
A0452,2024-09-25 04:31:32,22.30084827,22.30084827,80.28305378,334512.7241,471.765961,104017.441,17.62410161,22.73277092,55.81404655,3
A0453,2024-09-25 04:31:33,17.40443349,17.40443349,62.65596055,261066.5023,165.5392647,100713.6117,27.826725,17.74152241,43.55941303,2
A0454,2024-09-25 04:31:34,10.75323883,10.75323883,38.71165978,161298.5824,449.084552,96976.21956,27.73087362,10.96150747,26.91295709,2
A0455,2024-09-25 04:31:35,13.41539462,13.41539462,48.29542064,201230.9193,156.233204,102623.8414,22.62919079,13.67522388,33.57573895,2
A0456,2024-09-25 04:31:36,36.69230284,36.69230284,132.0922902,550384.5427,8.150574483,95797.28088,27.95275011,37.40295907,91.83264573,4
A0457,2024-09-25 04:31:37,21.01745614,21.01745614,75.66284211,315261.8421,159.6579242,104320.4866,29.98664432,21.42452206,52.60200245,3
A0458,2024-09-25 04:31:38,11.3998739,11.3998739,41.03954606,170998.1086,99.03293263,100765.9037,27.17266321,11.62066657,28.53134038,2
A0459,2024-09-25 04:31:39,25.08353688,25.08353688,90.30073279,376253.0533,79.38451658,101412.2947,27.50188236,25.56935462,62.77849516,3
A0460,2024-09-25 04:31:40,29.33155678,29.33155678,105.5936044,439973.3518,212.3663725,99372.03527,26.26153358,29.89965014,73.41034098,3
A0461,2024-09-25 04:31:41,10.05279317,10.05279317,36.1900554,150791.8975,163.244945,96989.59053,26.83426841,10.24749558,25.15989791,2
A0462,2024-09-25 04:31:42,15.4624551,15.4624551,55.66483835,231936.8265,323.9559394,99654.38449,25.16494579,15.7619318,38.6990745,2
A0463,2024-09-25 04:31:43,24.92653169,24.92653169,89.73551407,373897.9753,308.8297973,101288.4353,26.2748015,25.40930855,62.38554619,3
A0464,2024-09-25 04:31:44,38.22218452,38.22218452,137.5998643,573332.7678,435.4882185,102134.6447,19.88972325,38.96247148,95.66159816,4
A0465,2024-09-25 04:31:45,14.22723647,14.22723647,51.21805131,213408.5471,319.3728883,100139.4645,22.68413242,14.50278947,35.60759793,2
A0466,2024-09-25 04:31:46,31.21642854,31.21642854,112.3791427,468246.4281,97.19628439,101583.4882,20.99688946,31.82102807,78.12775435,4
A0467,2024-09-25 04:31:47,18.82642265,18.82642265,67.77512153,282396.3397,270.3675239,99009.62369,18.21737774,19.19105265,47.11833457,2
A0468,2024-09-25 04:31:48,35.38436264,35.38436264,127.3837055,530765.4396,295.7431299,99672.47003,20.4683183,36.06968668,88.55916328,4
A0469,2024-09-25 04:31:49,18.81057534,18.81057534,67.71807123,282158.6301,214.8244381,98301.44774,20.06633536,19.17489841,47.0786723,2
A0470,2024-09-25 04:31:50,24.25390013,24.25390013,87.31404046,363808.5019,279.7136056,96415.0072,21.24419521,24.72364947,60.7020995,3
A0471,2024-09-25 04:31:51,27.28324838,27.28324838,98.21969418,409248.7257,180.3973851,103717.8683,20.64429126,27.81167011,68.28388215,3
A0472,2024-09-25 04:31:52,17.44025494,17.44025494,62.78491777,261603.824,301.3627504,104762.6293,18.52114973,17.77803765,43.64906612,2
A0473,2024-09-25 04:31:53,19.36769448,19.36769448,69.72370013,290515.4172,333.3936371,100245.7068,27.33149138,19.74280783,48.47301718,2
A0474,2024-09-25 04:31:54,18.75370346,18.75370346,67.51333245,281305.5519,339.3516394,98214.44845,29.04785516,19.11692503,46.93633467,2
A0475,2024-09-25 04:31:55,10.28538955,10.28538955,37.02740237,154280.8432,478.3472667,101121.9001,21.65551021,10.48459689,25.74203474,2
A0476,2024-09-25 04:31:56,37.98342468,37.98342468,136.7403289,569751.3703,372.4213618,102834.3738,22.84470901,38.71908734,95.06403557,4
A0477,2024-09-25 04:31:57,39.5001548,39.5001548,142.2005573,592502.322,33.54785897,102948.579,24.31986026,40.26519347,98.86007258,4
A0478,2024-09-25 04:31:58,17.32807202,17.32807202,62.38105926,259921.0802,103.0151053,101503.49,23.78050407,17.66368197,43.36829731,2
A0479,2024-09-25 04:31:59,27.78287669,27.78287669,100.0183561,416743.1504,252.6649172,100769.3726,25.32043953,28.32097522,69.53434032,3
A0480,2024-09-25 04:32:00,30.53919924,30.53919924,109.9411173,458087.9886,340.8455767,102174.7518,26.49191056,31.1306822,76.43280055,4
A0481,2024-09-25 04:32:01,24.13076459,24.13076459,86.87075252,361961.4688,319.1874808,103585.7184,27.50510813,24.59812904,60.39391872,3
A0482,2024-09-25 04:32:02,38.47661076,38.47661076,138.5157987,577149.1614,438.0314605,100157.8878,15.62380363,39.22182544,96.29837026,4
A0483,2024-09-25 04:32:03,14.41089469,14.41089469,51.8792209,216163.4204,290.5178181,99449.23558,28.21360961,14.69000479,36.06725347,2
A0484,2024-09-25 04:32:04,17.3676327,17.3676327,62.52347771,260514.4905,425.8358016,96457.88636,28.51099717,17.70400887,43.46730887,2
A0485,2024-09-25 04:32:05,29.50413605,29.50413605,106.2148898,442562.0408,475.2036535,102267.6131,26.40842906,30.07557192,73.84226837,3
A0486,2024-09-25 04:32:06,23.06034289,23.06034289,83.01723442,345905.1434,424.3806228,104415.3165,15.31480364,23.50697543,57.7148921,3
A0487,2024-09-25 04:32:07,10.56752316,10.56752316,38.04308338,158512.8474,109.8231309,104340.3776,18.16440397,10.77219486,26.44815222,2
A0488,2024-09-25 04:32:08,14.90660611,14.90660611,53.663782,223599.0917,401.3083077,100195.4659,29.12565247,15.19531714,37.30790853,2
A0489,2024-09-25 04:32:09,28.20453071,28.20453071,101.5363105,423067.9606,71.30410219,104808.5719,23.28084972,28.75079583,70.58964621,3
A0490,2024-09-25 04:32:10,17.34270055,17.34270055,62.43372199,260140.5083,364.3512822,96299.87027,16.82629284,17.67859384,43.40490927,2
A0491,2024-09-25 04:32:11,18.93630308,18.93630308,68.1706911,284044.5462,439.1336089,100025.3298,28.95504779,19.30306125,47.39334077,2
A0492,2024-09-25 04:32:12,19.77406556,19.77406556,71.18663601,296610.9834,374.7565825,97977.97098,28.04144095,20.1570495,49.4900733,2
A0493,2024-09-25 04:32:13,12.50123637,12.50123637,45.00445095,187518.5456,307.3916793,104445.3436,20.24506121,12.74336022,31.28780486,2
A0494,2024-09-25 04:32:14,30.0807552,30.0807552,108.2907187,451211.3279,286.3110107,97857.53511,26.59301491,30.66335902,75.28541741,4
A0495,2024-09-25 04:32:15,15.88649119,15.88649119,57.19136829,238297.3679,451.3866039,101665.9419,20.17170951,16.19418062,39.76034221,2
A0496,2024-09-25 04:32:16,35.02326254,35.02326254,126.0837452,525348.9382,434.7083547,97551.28516,20.60318517,35.70159281,87.65541033,4
A0497,2024-09-25 04:32:17,23.17734566,23.17734566,83.43844437,347660.1849,280.2558447,96800.05848,21.80823113,23.6262443,58.00772391,3
A0498,2024-09-25 04:32:18,15.30551932,15.30551932,55.09986954,229582.7898,257.6940461,103244.5055,19.77720414,15.60195649,38.30629926,2
A0499,2024-09-25 04:32:19,23.69162272,23.69162272,85.28984178,355374.3407,49.40922898,96030.67631,25.25676369,24.15048187,59.29484462,3
A0500,2024-09-25 04:32:20,31.4968028,31.4968028,113.3884901,472452.042,432.8206364,100942.137,29.76218829,32.10683262,78.82946855,4
A0501,2024-09-25 04:32:21,35.96067439,35.96067439,129.4584278,539410.1159,153.5353668,102369.7433,23.3547231,36.65716044,90.00154299,4
A0502,2024-09-25 04:32:22,36.52830845,36.52830845,131.5019104,547924.6268,215.3571927,101379.8521,28.22303071,37.23578843,91.42220437,4
A0503,2024-09-25 04:32:23,14.28834571,14.28834571,51.43804457,214325.1857,471.2170322,100089.971,18.55913778,14.56508228,35.76054072,2
A0504,2024-09-25 04:32:24,24.91603849,24.91603849,89.69773858,373740.5774,275.5299072,100085.6816,23.14463613,25.39861213,62.35928407,3
A0505,2024-09-25 04:32:25,24.63864065,24.63864065,88.69910633,369579.6097,443.9164369,97813.06468,19.35557716,25.11584164,61.66501916,3
A0506,2024-09-25 04:32:26,36.65121391,36.65121391,131.9443701,549768.2086,107.3431917,96297.91077,22.71242573,37.36107432,91.7298093,4
A0507,2024-09-25 04:32:27,18.40112253,18.40112253,66.24404112,276016.838,356.2398843,101337.5061,16.86287105,18.75751532,46.05390329,2
A0508,2024-09-25 04:32:28,23.11961855,23.11961855,83.23062679,346794.2783,122.5803249,98541.59022,19.75315944,23.56739914,57.86324585,3
A0509,2024-09-25 04:32:29,10.74942256,10.74942256,38.69792123,161241.3385,329.8283579,95122.78193,23.21709323,10.95761729,26.90340583,2
A0510,2024-09-25 04:32:30,33.44448718,33.44448718,120.4001538,501667.3077,345.0192015,96125.72093,17.78712092,34.09223973,83.70408791,4
A0511,2024-09-25 04:32:31,39.95561987,39.95561987,143.8402315,599334.298,71.26260322,99921.43352,19.45383444,40.72947999,100,4
A0512,2024-09-25 04:32:32,14.4136596,14.4136596,51.88917456,216204.894,485.7672604,95928.61267,28.64672557,14.69282324,36.07417341,2
A0513,2024-09-25 04:32:33,26.40639862,26.40639862,95.06303504,396095.9793,373.223925,95076.61934,18.23808249,26.91783753,66.08932288,3
A0514,2024-09-25 04:32:34,36.45968097,36.45968097,131.2548515,546895.2146,126.2528899,99756.25534,16.60395522,37.16583178,91.2504451,4
A0515,2024-09-25 04:32:35,37.09150853,37.09150853,133.5294307,556372.6279,98.20422009,96362.74176,22.01349574,37.80989656,92.83176847,4
A0516,2024-09-25 04:32:36,35.5205558,35.5205558,127.8740009,532808.337,448.5239819,102914.1952,19.19068297,36.20851764,88.90002438,4
A0517,2024-09-25 04:32:37,30.28468039,30.28468039,109.0248494,454270.2058,157.2477717,100440.2556,15.16104717,30.87123383,75.79579666,4
A0518,2024-09-25 04:32:38,18.67208072,18.67208072,67.21949058,280081.2108,423.9605833,95345.18856,17.80850293,19.03372142,46.73205116,2
A0519,2024-09-25 04:32:39,23.29491911,23.29491911,83.86170878,349423.7866,297.1683424,98154.82417,26.94724387,23.74609491,58.30198401,3
A0520,2024-09-25 04:32:40,14.37954067,14.37954067,51.76634641,215693.11,338.7943034,102530.2314,25.0575518,14.6580435,35.98878135,2
A0521,2024-09-25 04:32:41,27.82982682,27.82982682,100.1873766,417447.4023,451.3753605,99355.18828,18.02226962,28.36883468,69.651846,3
A0522,2024-09-25 04:32:42,17.92398927,17.92398927,64.52636138,268859.8391,228.7409501,99702.18281,27.27239584,18.27114095,44.85974522,2
A0523,2024-09-25 04:32:43,39.52507806,39.52507806,142.290281,592876.1708,402.0614609,99997.64106,23.98216832,40.29059945,98.92244993,4
A0524,2024-09-25 04:32:44,17.53157011,17.53157011,63.1136524,262973.5516,436.518501,101266.3128,19.07242113,17.87112142,43.87760763,2
A0525,2024-09-25 04:32:45,10.4121211,10.4121211,37.48363594,156181.8164,498.3585969,104103.1844,27.54402853,10.61378297,26.05921552,2
A0526,2024-09-25 04:32:46,30.25776294,30.25776294,108.9279466,453866.4441,216.7129535,98633.97304,24.50954858,30.84379504,75.72842829,4
A0527,2024-09-25 04:32:47,19.02428994,19.02428994,68.48744377,285364.3491,475.9883128,96150.23758,18.17580111,19.39275223,47.61355224,2
A0528,2024-09-25 04:32:48,29.83285472,29.83285472,107.398277,447492.8208,440.3975348,100938.8742,17.90796144,30.41065721,74.66497784,3
A0529,2024-09-25 04:32:49,15.84008037,15.84008037,57.02428934,237601.2056,195.6283552,97726.01622,27.59355613,16.14687092,39.64418629,2
A0530,2024-09-25 04:32:50,11.5555811,11.5555811,41.60009195,173333.7164,371.3487099,104289.7145,22.57086856,11.7793895,28.92104073,2
A0531,2024-09-25 04:32:51,28.3349091,28.3349091,102.0056728,425023.6366,375.0796377,101109.7002,22.54659329,28.88369939,70.91595425,3
A0532,2024-09-25 04:32:52,20.4638204,20.4638204,73.66975344,306957.306,101.7376683,95966.13199,22.18410429,20.86016351,51.21637574,3
A0533,2024-09-25 04:32:53,26.6111509,26.6111509,95.80014324,399167.2635,73.17093616,96234.64036,20.45000525,27.12655545,66.60177214,3
A0534,2024-09-25 04:32:54,15.52709993,15.52709993,55.89755973,232906.4989,372.2284661,103093.7165,21.31491451,15.82782867,38.86086608,2
A0535,2024-09-25 04:32:55,15.20665378,15.20665378,54.74395361,228099.8067,170.3484815,103532.3889,18.48562646,15.50117613,38.05886088,2
A0536,2024-09-25 04:32:56,17.58189247,17.58189247,63.29481289,263728.387,104.487445,103233.5317,15.58270537,17.92241842,44.00355326,2
A0537,2024-09-25 04:32:57,36.59811928,36.59811928,131.7532294,548971.7892,350.6558674,102961.5138,27.21803263,37.30695136,91.5969253,4
A0538,2024-09-25 04:32:58,37.45598534,37.45598534,134.8415472,561839.7801,205.08537,101762.3402,22.99782929,38.18143256,93.74397259,4
A0539,2024-09-25 04:32:59,35.42344719,35.42344719,127.5244099,531351.7079,13.69902819,96862.78511,21.81519831,36.10952823,88.6569832,4
A0540,2024-09-25 04:33:00,28.57074677,28.57074677,102.8546884,428561.2016,489.3858458,98660.63052,16.98283709,29.12410476,71.5062033,3
A0541,2024-09-25 04:33:01,33.46260185,33.46260185,120.4653667,501939.0278,485.1960002,96796.57875,28.09683966,34.11070525,83.7494249,4
A0542,2024-09-25 04:33:02,32.10896754,32.10896754,115.5922831,481634.5131,254.909191,104111.7137,25.53759109,32.73085376,80.36158029,4
A0543,2024-09-25 04:33:03,25.70626072,25.70626072,92.54253858,385593.9107,480.759427,96716.79185,29.1613751,26.20413936,64.33703394,3
A0544,2024-09-25 04:33:04,33.52444381,33.52444381,120.6879977,502866.6571,199.0299245,104781.7205,18.40578792,34.17374496,83.90420151,4
A0545,2024-09-25 04:33:05,10.59539371,10.59539371,38.14341737,158930.9057,461.4921902,103454.4186,25.55546271,10.80060521,26.51790599,2
A0546,2024-09-25 04:33:06,37.11596011,37.11596011,133.6174564,556739.4017,179.54414,99648.67488,26.0120214,37.83482172,92.89296533,4
A0547,2024-09-25 04:33:07,18.54856971,18.54856971,66.77485096,278228.5457,92.3442741,96274.88374,25.09146102,18.90781826,46.42293067,2
A0548,2024-09-25 04:33:08,24.37879472,24.37879472,87.76366099,365681.9208,411.5784828,102861.6245,25.99911156,24.85096302,61.01468279,3
A0549,2024-09-25 04:33:09,20.23735192,20.23735192,72.85446692,303560.2788,452.4486655,103877.2321,29.96246659,20.62930879,50.64957568,3
A0550,2024-09-25 04:33:10,10.25545643,10.25545643,36.91964316,153831.8465,80.1370564,95556.85921,24.84510608,10.45408403,25.66711883,2
A0551,2024-09-25 04:33:11,36.95914418,36.95914418,133.052919,554387.1627,470.7828237,96469.94582,27.65529646,37.67496858,92.50049005,4
A0552,2024-09-25 04:33:12,17.04236664,17.04236664,61.35251989,255635.4995,301.5839259,103772.2477,19.11427404,17.37244305,42.6532405,2
A0553,2024-09-25 04:33:13,34.3282359,34.3282359,123.5816493,514923.5386,363.6710579,104041.4136,15.78447673,34.9931049,85.91591375,4
A0554,2024-09-25 04:33:14,26.39426,26.39426,95.01933599,395913.9,160.3669288,95155.02253,17.0002367,26.90546381,66.05894261,3
A0555,2024-09-25 04:33:15,39.02203379,39.02203379,140.4793217,585330.5069,112.5267253,103758.5495,20.67185293,39.77781223,97.6634424,4
A0556,2024-09-25 04:33:16,29.03230479,29.03230479,104.5162972,435484.5719,355.328828,97660.95512,25.26652192,29.59460223,72.66138002,3
A0557,2024-09-25 04:33:17,15.29410927,15.29410927,55.05879338,229411.6391,347.612082,97483.64033,27.7330796,15.59032546,38.27774246,2
A0558,2024-09-25 04:33:18,35.88667145,35.88667145,129.1920172,538300.0718,490.1271677,96379.3839,19.97559672,36.58172421,89.81633015,4
A0559,2024-09-25 04:33:19,14.25059732,14.25059732,51.30215035,213758.9598,215.2175177,102640.3619,26.15244044,14.52660277,35.66606491,2
A0560,2024-09-25 04:33:20,12.83161253,12.83161253,46.19380512,192474.188,149.9028264,102708.606,27.23770134,13.0801351,32.11466266,2
A0561,2024-09-25 04:33:21,31.58966049,31.58966049,113.7227778,473844.9074,296.5012508,102793.4403,23.72031395,32.20148878,79.06187064,4
A0562,2024-09-25 04:33:22,20.53789534,20.53789534,73.93642322,308068.4301,4.604493127,101662.5058,29.10473032,20.93567313,51.40176878,3
A0563,2024-09-25 04:33:23,33.47973438,33.47973438,120.5270438,502196.0156,121.2678105,103423.6784,22.37849336,34.1281696,83.79230378,4
A0564,2024-09-25 04:33:24,39.84385575,39.84385575,143.4378807,597657.8363,328.6949519,98474.62899,21.36677926,40.61555123,99.72027936,4
A0565,2024-09-25 04:33:25,20.1695548,20.1695548,72.61039729,302543.322,273.7668055,102204.5774,27.98577699,20.56019858,50.47989462,3
A0566,2024-09-25 04:33:26,24.13129154,24.13129154,86.87264955,361969.3731,155.3028361,101116.8216,25.33919783,24.5986662,60.39523757,3
A0567,2024-09-25 04:33:27,39.31927266,39.31927266,141.5493816,589789.0899,412.3900857,102337.2274,29.17518517,40.08080801,98.40736495,4
A0568,2024-09-25 04:33:28,30.40918112,30.40918112,109.473052,456137.7168,350.7948575,103940.3867,19.73554053,30.99814589,76.10739421,4
A0569,2024-09-25 04:33:29,39.19549246,39.19549246,141.1037729,587932.3869,396.090368,95367.75761,27.07264056,39.95463044,98.09757073,4
A0570,2024-09-25 04:33:30,26.73963661,26.73963661,96.26269178,401094.5491,80.14191542,104321.2725,20.86623495,27.25752967,66.92334319,3
A0571,2024-09-25 04:33:31,19.87355045,19.87355045,71.54478163,298103.2568,432.2883411,95254.04802,21.45365034,20.25846122,49.73906179,2
